Abundance|10E=169
Jalum Tome|CHR=31
Jeweled Bird|CHR=42
Johan|CHR=29
Juxtapose|CHR=32
Keepers of the Faith|CHR=4
Kei Takahashi|CHR=11
Land's Edge|CHR=76
Living Armor|CHR=10
Marhault Elsdragon|CHR=23
Metamorphosis|CHR=18
Mountain Yeti|CHR=9
Nebuchadnezzar|CHR=40
Nicol Bolas|CHR=147
Obelisk of Undoing|CHR=24
Palladia-Mors|CHR=48
Petra Sphinx|CHR=30
Primordial Ooze|CHR=11
Puppet Master|CHR=13
Rabid Wombat|CHR=20
Rakalite|CHR=21
Recall|CHR=31
Remove Soul|CHR=8
Repentant Blacksmith|CHR=8
Revelation|CHR=49
Rubinia Soulsinger|CHR=38
Runesword|CHR=9
Safe Haven|CHR=47
Scavenger Folk|CHR=8
Sentinel|CHR=43
Serpent Generator|CHR=30
Shield Wall|CHR=12
Shimian Night Stalker|CHR=13
Sivitri Scarzam|CHR=17
Sol'kanar the Swamp King|CHR=40
Stangg|CHR=34
Storm Seeker|CHR=23
Takklemaggot|CHR=20
Teleport|CHR=24
The Fallen|CHR=11
The Wretched|CHR=32
Tobias Andrion|CHR=6
Tor Wauki|CHR=12
Tormod's Crypt|CHR=56
Transmutation|CHR=5
Triassic Egg|CHR=30
Urza's Mine (1)|CHR=60
Urza's Mine (2)|CHR=65
Urza's Mine (3)|CHR=51
Urza's Mine (4)|CHR=53
Urza's Power Plant (1)|CHR=68
Urza's Power Plant (2)|CHR=67
Urza's Power Plant (3)|CHR=40
Urza's Power Plant (4)|CHR=53
Urza's Tower (1)|CHR=53
Urza's Tower (2)|CHR=96
Urza's Tower (3)|CHR=46
Urza's Tower (4)|CHR=63
Vaevictis Asmadi|CHR=60
Voodoo Doll|CHR=31
Wall of Heat|CHR=7
Wall of Opposition|CHR=9
Wall of Shadows|CHR=9
Wall of Vapor|CHR=10
Wall of Wonder|CHR=14
War Elephant|CHR=5
Witch Hunter|CHR=16
Xira Arien|CHR=30
Yawgmoth Demon|CHR=29
Aarakocra Sneak|CLB=12
Abdel Adrian, Gorion's Ward (1)|CLB=13
Abdel Adrian, Gorion's Ward (2)|CLB=9
Abdel Adrian, Gorion's Ward (3)|CLB=33
Aboleth Spawn (1)|CLB=308
Aboleth Spawn (2)|CLB=372
Acolyte of Bahamut (1)|CLB=25
Acolyte of Bahamut (2)|CLB=11
Aether Gale|CLB=22
Agent of the Iron Throne (1)|CLB=21
Agent of the Iron Throne (2)|CLB=118
Agent of the Shadow Thieves (1)|CLB=23
Agent of the Shadow Thieves (2)|CLB=11
Agitator Ant|CLB=13
Alaundo the Seer (1)|CLB=8
Alaundo the Seer (2)|CLB=11
Alaundo the Seer (3)|CLB=10
Alora, Merry Thief (1)|CLB=11
Alora, Merry Thief (2)|CLB=18
Alora, Merry Thief (3)|CLB=4
Altar of Bhaal (1)|CLB=50
Altar of Bhaal (2)|CLB=23
Amber Gristle O'Maul (1)|CLB=3
Amber Gristle O'Maul (2)|CLB=4
Amber Gristle O'Maul (3)|CLB=12
Ambition's Cost|CLB=8
Ambitious Dragonborn|CLB=2
Amethyst Dragon|CLB=11
Ancient Brass Dragon (1)|CLB=4447
Ancient Brass Dragon (2)|CLB=3296
Ancient Brass Dragon (3)|CLB=2956
Ancient Bronze Dragon (1)|CLB=2074
Ancient Bronze Dragon (2)|CLB=1958
Ancient Bronze Dragon (3)|CLB=3383
Ancient Copper Dragon (1)|CLB=12082
Ancient Copper Dragon (2)|CLB=9879
Ancient Copper Dragon (3)|CLB=9549
Ancient Gold Dragon (1)|CLB=1932
Ancient Gold Dragon (2)|CLB=2237
Ancient Gold Dragon (3)|CLB=2876
Ancient Silver Dragon (1)|CLB=4392
Ancient Silver Dragon (2)|CLB=6620
Ancient Silver Dragon (3)|CLB=4495
Angler Turtle|CLB=24
Arasta of the Endless Web|CLB=37
Arcane Encyclopedia|CLB=4
Arcane Signet|CLB=61
Archivist of Oghma (1)|CLB=412
Archivist of Oghma (2)|CLB=296
Archpriest of Iona|CLB=10
Armor of Shadows|CLB=10
Arms of Hadar|CLB=6
Artificer Class|CLB=963
Ascend from Avernus (1)|CLB=77
Ascend from Avernus (2)|CLB=233
Ash Barrens|CLB=12
Astarion's Thirst (1)|CLB=81
Astarion's Thirst (2)|CLB=99
Astarion, the Decadent (1)|CLB=63
Astarion, the Decadent (2)|CLB=29
Astarion, the Decadent (3)|CLB=49
Astral Confrontation|CLB=3
Astral Dragon (1)|CLB=2589
Astral Dragon (2)|CLB=2648
Atrocious Experiment|CLB=11
Aurora Phoenix|CLB=22
Austere Command|CLB=63
Avatar of Slaughter|CLB=19
Aven Mindcensor|CLB=138
Avenging Hunter|CLB=28
Baba Lysaga, Night Witch (1)|CLB=14
Baba Lysaga, Night Witch (2)|CLB=8
Baba Lysaga, Night Witch (3)|CLB=24
Baeloth Barrityl, Entertainer (1)|CLB=1068
Baeloth Barrityl, Entertainer (2)|CLB=797
Bag of Holding|CLB=6
Baldur's Gate (1)|CLB=192
Baldur's Gate (2)|CLB=210
Balor (1)|CLB=288
Balor (2)|CLB=526
Band Together|CLB=3
Bane's Contingency|CLB=8
Bane's Invoker|CLB=3
Bane, Lord of Darkness (1)|CLB=13
Bane, Lord of Darkness (2)|CLB=9
Bane, Lord of Darkness (3)|CLB=16
Banishment|CLB=3
Barroom Brawl (1)|CLB=7
Barroom Brawl (2)|CLB=20
Basilisk Collar (1)|CLB=393
Basilisk Collar (2)|CLB=215
Basilisk Gate|CLB=14
Battle Angels of Tyr (1)|CLB=1662
Battle Angels of Tyr (2)|CLB=2020
Battle Mammoth|CLB=41
Beanstalk Giant|CLB=20
Beast Within|CLB=131
Beckoning Will-o'-Wisp|CLB=3
Bhaal's Invoker|CLB=4
Bhaal, Lord of Murder (1)|CLB=13
Bhaal, Lord of Murder (2)|CLB=14
Bhaal, Lord of Murder (3)|CLB=7
Black Dragon Gate|CLB=19
Black Market|CLB=427
Black Market Connections (1)|CLB=1604
Black Market Connections (2)|CLB=1440
Blade of Selves (1)|CLB=722
Blade of Selves (2)|CLB=581
Blasphemous Act|CLB=217
Blessed Hippogriff|CLB=6
Blighted Woodland|CLB=23
Blood Money (1)|CLB=300
Blood Money (2)|CLB=309
Bloodboil Sorcerer|CLB=3
Bloodbraid Elf|CLB=12
Bloodsoaked Champion|CLB=13
Bloodthirsty Blade|CLB=22
Blur|CLB=16
Bojuka Bog|CLB=132
Bonecaller Cleric|CLB=6
Bonecrusher Giant|CLB=26
Bothersome Quasit (1)|CLB=758
Bothersome Quasit (2)|CLB=1202
Bountiful Promenade (1)|CLB=826
Bountiful Promenade (2)|CLB=886
Brainstealer Dragon (1)|CLB=451
Brainstealer Dragon (2)|CLB=396
Bramble Sovereign (1)|CLB=148
Bramble Sovereign (2)|CLB=219
Brash Taunter|CLB=117
Breath Weapon|CLB=105
Bronze Walrus|CLB=9
Burakos, Party Leader (1)|CLB=45
Burakos, Party Leader (2)|CLB=166
Burnished Hart|CLB=10
Butcher of Malakir|CLB=39
Bygone Bishop|CLB=16
Cadira, Caller of the Small (1)|CLB=9
Cadira, Caller of the Small (2)|CLB=14
Cadira, Caller of the Small (3)|CLB=30
Calculating Lich|CLB=49
Call to the Void (1)|CLB=8
Call to the Void (2)|CLB=8
Campfire|CLB=12
Candlekeep Inspiration|CLB=4
Candlekeep Sage (1)|CLB=15
Candlekeep Sage (2)|CLB=4
Captain N'ghathrod (1)|CLB=640
Captain N'ghathrod (2)|CLB=172
Captain N'ghathrod (3)|CLB=585
Carefree Swinemaster|CLB=3
Carnelian Orb of Dragonkind|CLB=37
Cast Down|CLB=22
Castle Embereth|CLB=41
Castle Locthwain|CLB=383
Castle Vantress|CLB=46
Caves of Chaos Adventurer (1)|CLB=23
Caves of Chaos Adventurer (2)|CLB=64
Chain Devil|CLB=3
Chain Reaction|CLB=69
Changeling Outcast|CLB=180
Chaos Dragon|CLB=428
Chaos Wand|CLB=15
Chaos Warp|CLB=92
Charcoal Diamond (1)|CLB=14
Charcoal Diamond (2)|CLB=17
Chardalyn Dragon|CLB=4
Chasm Skulker|CLB=78
Choked Estuary|CLB=30
Cinder Glade|CLB=32
Circle of the Land Druid|CLB=9
Citadel Gate|CLB=20
Clan Crafter (1)|CLB=111
Clan Crafter (2)|CLB=48
Cliffgate|CLB=12
Cloak of the Bat (1)|CLB=11
Cloak of the Bat (2)|CLB=6
Cloakwood Hermit (1)|CLB=10
Cloakwood Hermit (2)|CLB=32
Cloakwood Swarmkeeper|CLB=5
Clockwork Fox|CLB=7
Cloudkill|CLB=3
Colossal Badger|CLB=4
Command Tower|CLB=18
Commander Liara Portyr (1)|CLB=13
Commander Liara Portyr (2)|CLB=3
Commander Liara Portyr (3)|CLB=5
Compulsive Research|CLB=10
Cone of Cold|CLB=11
Consuming Aberration|CLB=82
Contact Other Plane|CLB=5
Contraband Livestock|CLB=16
Coronation of Chaos|CLB=9
Corpse Augur|CLB=5
Creeping Tar Pit|CLB=30
Crib Swap|CLB=28
Criminal Past (1)|CLB=19
Criminal Past (2)|CLB=4
Crippling Fear|CLB=64
Crystal Dragon|CLB=9
Cultist of the Absolute (1)|CLB=20
Cultist of the Absolute (2)|CLB=22
Cultivate|CLB=77
Curse of Opulence|CLB=137
Curse of Verbosity|CLB=57
Curse of the Swine|CLB=19
Curtains' Call|CLB=38
Cut a Deal|CLB=22
Dark Hatchling|CLB=12
Darkwater Catacombs|CLB=28
Dauthi Horror|CLB=29
Dawnbringer Cleric|CLB=11
Deadly Dispute|CLB=41
Death Kiss (1)|CLB=375
Death Kiss (2)|CLB=190
Decanter of Endless Water (1)|CLB=158
Decanter of Endless Water (2)|CLB=96
Deep Gnome Terramancer (1)|CLB=486
Deep Gnome Terramancer (2)|CLB=498
Delayed Blast Fireball (1)|CLB=864
Delayed Blast Fireball (2)|CLB=1002
Demon Bolt|CLB=5
Descent into Avernus (1)|CLB=708
Descent into Avernus (2)|CLB=582
Desolate Lighthouse|CLB=13
Despark|CLB=54
Dimir Aqueduct|CLB=27
Dimir Keyrune|CLB=13
Dimir Signet|CLB=90
Dire Fleet Daredevil|CLB=13
Dire Fleet Ravager|CLB=24
Dire Mimic|CLB=2
Displacer Kitten (1)|CLB=1497
Displacer Kitten (2)|CLB=1393
Disrupt Decorum|CLB=103
Dissipation Field|CLB=246
Domineering Will|CLB=52
Draconic Lore|CLB=7
Draconic Muralists|CLB=17
Dragon Cultist (1)|CLB=23
Dragon Cultist (2)|CLB=13
Dragon's Hoard|CLB=292
Dragonborn Looter|CLB=4
Drakuseth, Maw of Flames|CLB=73
Dread Linnorm|CLB=8
Dream Fracture|CLB=9
Dream Pillager|CLB=14
Drillworks Mole|CLB=8
Dross Harvester|CLB=18
Drown in the Loch|CLB=155
Drownyard Temple|CLB=14
Druid of the Emerald Grove|CLB=4
Druidic Ritual|CLB=4
Duke Ulder Ravengard (1)|CLB=15
Duke Ulder Ravengard (2)|CLB=16
Duke Ulder Ravengard (3)|CLB=14
Dungeon Delver (1)|CLB=21
Dungeon Delver (2)|CLB=6
Dungeoneer's Pack|CLB=4
Durnan of the Yawning Portal (1)|CLB=56
Durnan of the Yawning Portal (2)|CLB=25
Dusk // Dawn|CLB=18
Dusk Mangler|CLB=8
Dynaheir, Invoker Adept (1)|CLB=7
Dynaheir, Invoker Adept (2)|CLB=14
Dynaheir, Invoker Adept (3)|CLB=15
Earth Tremor|CLB=2
Earthquake Dragon (1)|CLB=788
Earthquake Dragon (2)|CLB=484
Eight-and-a-Half-Tails|CLB=27
Elder Brain (1)|CLB=75
Elder Brain (2)|CLB=52
Elder Brain (3)|CLB=42
Eldritch Pact (1)|CLB=17
Eldritch Pact (2)|CLB=12
Ellyn Harbreeze, Busybody (1)|CLB=3
Ellyn Harbreeze, Busybody (2)|CLB=8
Ellyn Harbreeze, Busybody (3)|CLB=5
Elminster (1)|CLB=92
Elminster (2)|CLB=45
Elminster's Simulacrum (1)|CLB=75
Elminster's Simulacrum (2)|CLB=98
Elturel Survivors (1)|CLB=379
Elturel Survivors (2)|CLB=37
Embereth Shieldbreaker|CLB=13
Emerald Dragon|CLB=13
End-Raze Forerunners|CLB=48
Endless Evil (1)|CLB=209
Endless Evil (2)|CLB=417
Erinis, Gloom Stalker (1)|CLB=27
Erinis, Gloom Stalker (2)|CLB=12
Erinis, Gloom Stalker (3)|CLB=8
Escape to the Wilds|CLB=34
Etali, Primal Storm|CLB=136
Ettercap|CLB=4
Everflowing Chalice|CLB=40
Evolving Wilds|CLB=5
Exotic Orchard|CLB=22
Explore|CLB=23
Explore the Underdark|CLB=15
Extract from Darkness|CLB=24
Ezuri's Predation|CLB=125
Faceless One|CLB=3
Fact or Fiction|CLB=19
Faldorn, Dread Wolf Herald (1)|CLB=598
Faldorn, Dread Wolf Herald (2)|CLB=54
Faldorn, Dread Wolf Herald (3)|CLB=613
Fang Dragon|CLB=7
Far Traveler (1)|CLB=9
Far Traveler (2)|CLB=35
Feed the Swarm|CLB=30
Felisa, Fang of Silverquill|CLB=47
Fellwar Stone|CLB=110
Feywild Caretaker|CLB=9
Feywild Visitor (1)|CLB=15
Feywild Visitor (2)|CLB=28
Firbolg Flutist (1)|CLB=19
Firbolg Flutist (2)|CLB=26
Fire Diamond (1)|CLB=16
Fire Diamond (2)|CLB=11
Fireball (1)|CLB=10
Fireball (2)|CLB=6
Firja's Retribution|CLB=23
Firkraag, Cunning Instigator (1)|CLB=51
Firkraag, Cunning Instigator (2)|CLB=1187
Firkraag, Cunning Instigator (3)|CLB=1113
Flaming Fist (1)|CLB=11
Flaming Fist (2)|CLB=9
Flaming Fist Officer|CLB=4
Folk Hero (1)|CLB=520
Folk Hero (2)|CLB=485
Font of Magic (1)|CLB=27
Font of Magic (2)|CLB=35
Forest (1)|CLB=11
Forest (2)|CLB=8
Forest (3)|CLB=10
Forest (4)|CLB=11
Forgotten Creation|CLB=31
Fractured Sanity|CLB=211
Fraying Line (1)|CLB=6
Fraying Line (2)|CLB=15
From the Catacombs (1)|CLB=75
From the Catacombs (2)|CLB=83
Frontline Medic|CLB=18
Gale's Redirection (1)|CLB=11
Gale's Redirection (2)|CLB=18
Gale, Waterdeep Prodigy (1)|CLB=24
Gale, Waterdeep Prodigy (2)|CLB=16
Gale, Waterdeep Prodigy (3)|CLB=31
Galepowder Mage|CLB=12
Game Trail|CLB=19
Ganax, Astral Hunter (1)|CLB=275
Ganax, Astral Hunter (2)|CLB=69
Ganax, Astral Hunter (3)|CLB=25
Gate Colossus|CLB=6
Genasi Enforcers|CLB=6
Geode Golem|CLB=17
Geode Rager|CLB=91
Ghastly Death Tyrant|CLB=7
Ghost Lantern|CLB=12
Giant Ankheg|CLB=11
Githzerai Monk|CLB=7
Glorious Protector|CLB=26
Gluntch, the Bestower (1)|CLB=28
Gluntch, the Bestower (2)|CLB=27
Gluntch, the Bestower (3)|CLB=19
Gnoll War Band|CLB=5
Goblin Spymaster|CLB=107
Goggles of Night (1)|CLB=7
Goggles of Night (2)|CLB=4
Goliath Paladin|CLB=2
Gond Gate|CLB=44
Gonti, Lord of Luxury|CLB=16
Gorion, Wise Mentor (1)|CLB=8
Gorion, Wise Mentor (2)|CLB=8
Gorion, Wise Mentor (3)|CLB=9
Gray Harbor Merfolk|CLB=3
Gray Slaad|CLB=5
Grazilaxx, Illithid Scholar|CLB=207
Greater Gargadon|CLB=14
Greatsword of Tyr|CLB=14
Green Slime (1)|CLB=264
Green Slime (2)|CLB=107
Grell Philosopher (1)|CLB=28
Grell Philosopher (2)|CLB=47
Grim Haruspex|CLB=400
Grim Hireling|CLB=1445
Grumgully, the Generous|CLB=11
Gruul Turf|CLB=25
Guardian Naga|CLB=3
Guiding Bolt|CLB=2
Guild Artisan (1)|CLB=44
Guild Artisan (2)|CLB=9
Guildsworn Prowler|CLB=3
Guiltfeeder|CLB=93
Gut, True Soul Zealot (1)|CLB=24
Gut, True Soul Zealot (2)|CLB=15
Gut, True Soul Zealot (3)|CLB=6
Halsin, Emerald Archdruid (1)|CLB=6
Halsin, Emerald Archdruid (2)|CLB=9
Halsin, Emerald Archdruid (3)|CLB=36
Hammers of Moradin|CLB=20
Hardy Outlander (1)|CLB=4
Hardy Outlander (2)|CLB=13
Harper Recruiter (1)|CLB=13
Harper Recruiter (2)|CLB=8
Haunted One (1)|CLB=791
Haunted One (2)|CLB=767
Heap Gate|CLB=14
Hedron Archive|CLB=16
Herald's Horn|CLB=462
Hex|CLB=22
Hezrou|CLB=6
High Priest of Penance|CLB=13
Highland Forest|CLB=110
Hoarding Ogre|CLB=9
Horn of Valhalla (1)|CLB=92
Horn of Valhalla (2)|CLB=32
Hornet Queen|CLB=21
Hullbreaker Horror|CLB=206
Hunted Horror|CLB=489
Icewind Stalwart|CLB=2
Ignite the Future|CLB=26
Illithid Harvester (1)|CLB=38
Illithid Harvester (2)|CLB=20
Imoen, Mystic Trickster (1)|CLB=3
Imoen, Mystic Trickster (2)|CLB=4
Imoen, Mystic Trickster (3)|CLB=11
In Garruk's Wake|CLB=216
Ingenious Artillerist|CLB=11
Inspired Tinkering|CLB=19
Inspiring Leader (1)|CLB=163
Inspiring Leader (2)|CLB=19
Insufferable Balladeer|CLB=8
Intellect Devourer (1)|CLB=17
Intellect Devourer (2)|CLB=15
Irenicus's Vile Duplication|CLB=300
Iron Mastiff|CLB=14
Irregular Cohort|CLB=17
Island (1)|CLB=10
Island (2)|CLB=9
Island (3)|CLB=10
Island (4)|CLB=10
Izzet Boilerworks|CLB=25
Izzet Chemister|CLB=13
Izzet Signet|CLB=50
Jade Orb of Dragonkind|CLB=12
Jaheira's Respite (1)|CLB=26
Jaheira's Respite (2)|CLB=111
Jaheira, Friend of the Forest (1)|CLB=367
Jaheira, Friend of the Forest (2)|CLB=301
Jaheira, Friend of the Forest (3)|CLB=393
Jan Jansen, Chaos Crafter (1)|CLB=21
Jan Jansen, Chaos Crafter (2)|CLB=17
Jan Jansen, Chaos Crafter (3)|CLB=18
Javelin of Lightning|CLB=3
Jazal Goldmane|CLB=16
Jeska's Will|CLB=1983
Jon Irenicus, Shattered One (1)|CLB=8
Jon Irenicus, Shattered One (2)|CLB=19
Jon Irenicus, Shattered One (3)|CLB=13
Journey to the Lost City (1)|CLB=12
Journey to the Lost City (2)|CLB=13
Juvenile Mist Dragon|CLB=9
Kagha, Shadow Archdruid (1)|CLB=10
Kagha, Shadow Archdruid (2)|CLB=11
Kagha, Shadow Archdruid (3)|CLB=25
Karlach, Fury of Avernus (1)|CLB=1014
Karlach, Fury of Avernus (2)|CLB=1089
Karlach, Fury of Avernus (3)|CLB=748
Kazuul, Tyrant of the Cliffs|CLB=15
Keiga, the Tide Star|CLB=217
Kenku Artificer|CLB=6
Kessig Wolf Run|CLB=30
Kher Keep|CLB=20
Kindred Discovery (1)|CLB=644
Kindred Discovery (2)|CLB=720
Kodama's Reach|CLB=146
Korlessa, Scale Singer (1)|CLB=193
Korlessa, Scale Singer (2)|CLB=15
Korlessa, Scale Singer (3)|CLB=20
Lae'zel's Acrobatics (1)|CLB=140
Lae'zel's Acrobatics (2)|CLB=163
Lae'zel, Vlaakith's Champion (1)|CLB=101
Lae'zel, Vlaakith's Champion (2)|CLB=103
Lae'zel, Vlaakith's Champion (3)|CLB=117
Laelia, the Blade Reforged|CLB=53
Lantern of Revealing|CLB=4
Lapis Orb of Dragonkind|CLB=16
Legion Loyalty (1)|CLB=44
Legion Loyalty (2)|CLB=116
Leyline of Anticipation|CLB=266
Light Up the Stage|CLB=17
Lightning Bolt (1)|CLB=57
Lightning Bolt (2)|CLB=42
Lightning Greaves|CLB=580
Livaan, Cultist of Tiamat (1)|CLB=6
Livaan, Cultist of Tiamat (2)|CLB=19
Livaan, Cultist of Tiamat (3)|CLB=5
Loot Dispute (1)|CLB=37
Loot Dispute (2)|CLB=24
Lovestruck Beast|CLB=17
Lozhan, Dragons' Legacy (1)|CLB=40
Lozhan, Dragons' Legacy (2)|CLB=13
Lozhan, Dragons' Legacy (3)|CLB=15
Lulu, Loyal Hollyphant (1)|CLB=5
Lulu, Loyal Hollyphant (2)|CLB=5
Lulu, Loyal Hollyphant (3)|CLB=17
Lurking Green Dragon|CLB=4
Luxury Suite (1)|CLB=1523
Luxury Suite (2)|CLB=1304
Mage's Attendant|CLB=10
Magus of the Balance|CLB=13
Mahadi, Emporium Master (1)|CLB=243
Mahadi, Emporium Master (2)|CLB=36
Mahadi, Emporium Master (3)|CLB=17
Majestic Genesis (1)|CLB=206
Majestic Genesis (2)|CLB=152
Malakir Blood-Priest|CLB=5
Managorger Hydra|CLB=146
Manifold Key|CLB=28
Manor Gate|CLB=16
Marble Diamond (1)|CLB=12
Marble Diamond (2)|CLB=11
Marching Duodrone (1)|CLB=5
Marching Duodrone (2)|CLB=5
Mardu Strike Leader|CLB=14
Martial Impetus|CLB=1
Marut|CLB=4
Maskwood Nexus|CLB=186
Master Chef (1)|CLB=15
Master Chef (2)|CLB=9
Mazzy, Truesword Paladin (1)|CLB=10
Mazzy, Truesword Paladin (2)|CLB=13
Mazzy, Truesword Paladin (3)|CLB=9
Memory Plunder|CLB=127
Meteor Golem|CLB=5
Midnight Clock|CLB=87
Mighty Servant of Leuk-o (1)|CLB=14
Mighty Servant of Leuk-o (2)|CLB=28
Miirym, Sentinel Wyrm (1)|CLB=787
Miirym, Sentinel Wyrm (2)|CLB=848
Miirym, Sentinel Wyrm (3)|CLB=756
Mikaeus, the Lunarch|CLB=32
Mind Flayer|CLB=28
Mind Stone|CLB=15
Mindblade Render|CLB=18
Mindcrank|CLB=1717
Minimus Containment|CLB=7
Minsc & Boo, Timeless Heroes (1)|CLB=324
Minsc & Boo, Timeless Heroes (2)|CLB=637
Minthara, Merciless Soul (1)|CLB=14
Minthara, Merciless Soul (2)|CLB=12
Minthara, Merciless Soul (3)|CLB=81
Mirror Entity|CLB=92
Mirror of Life Trapping (1)|CLB=16
Mirror of Life Trapping (2)|CLB=12
Mizzium Mortars|CLB=46
Mocking Doppelganger (1)|CLB=142
Mocking Doppelganger (2)|CLB=302
Modify Memory|CLB=18
Mold Folk|CLB=5
Monster Manual (1)|CLB=414
Monster Manual (2)|CLB=481
Moonshae Pixie|CLB=5
Morphic Pool (1)|CLB=1459
Morphic Pool (2)|CLB=1650
Mortuary Mire|CLB=23
Moss Diamond (1)|CLB=7
Moss Diamond (2)|CLB=10
Mossfire Valley|CLB=16
Mosswort Bridge|CLB=19
Mother of Runes|CLB=934
Mountain (1)|CLB=9
Mountain (2)|CLB=9
Mountain (3)|CLB=8
Mountain (4)|CLB=9
Multiclass Baldric (1)|CLB=32
Multiclass Baldric (2)|CLB=26
Murder|CLB=4
Mutavault|CLB=620
Myconid Spore Tender|CLB=4
Myriad Landscape|CLB=21
Myrkul's Edict|CLB=5
Myrkul's Invoker|CLB=2
Myrkul, Lord of Bones (1)|CLB=20
Myrkul, Lord of Bones (2)|CLB=24
Myrkul, Lord of Bones (3)|CLB=9
Mystery Key|CLB=3
Nalfeshnee (1)|CLB=503
Nalfeshnee (2)|CLB=677
Nalia de'Arnise (1)|CLB=31
Nalia de'Arnise (2)|CLB=46
Nalia de'Arnise (3)|CLB=16
Natural Reclamation|CLB=11
Nature's Lore|CLB=223
Nautiloid Ship (1)|CLB=843
Nautiloid Ship (2)|CLB=836
Navigation Orb|CLB=15
Neera, Wild Mage (1)|CLB=8
Neera, Wild Mage (2)|CLB=22
Neera, Wild Mage (3)|CLB=14
Nefarious Imp|CLB=2
Nemesis Phoenix (1)|CLB=2
Nemesis Phoenix (2)|CLB=3
Nemesis of Reason|CLB=193
Nephalia Drownyard|CLB=28
Nighthawk Scavenger|CLB=48
Nighthowler|CLB=29
Nihilith|CLB=19
Nimbleclaw Adept|CLB=15
Nimblewright Schematic|CLB=8
Nine-Fingers Keene (1)|CLB=9
Nine-Fingers Keene (2)|CLB=12
Nine-Fingers Keene (3)|CLB=17
Niv-Mizzet, Parun|CLB=241
Noble Heritage (1)|CLB=15
Noble Heritage (2)|CLB=18
Noble's Purse|CLB=14
Nothic|CLB=7
Oceanus Dragon|CLB=3
Oji, the Exquisite Blade (1)|CLB=10
Oji, the Exquisite Blade (2)|CLB=17
Oji, the Exquisite Blade (3)|CLB=3
Order of Whiteclay|CLB=13
Orzhov Basilica|CLB=18
Orzhov Signet|CLB=28
Outpost Siege|CLB=23
Overcharged Amalgam|CLB=33
Overwhelming Encounter|CLB=5
Owlbear Cub (1)|CLB=21
Owlbear Cub (2)|CLB=34
Owlbear Shepherd|CLB=9
Pack Attack|CLB=2
Pact Weapon (1)|CLB=53
Pact Weapon (2)|CLB=260
Parasitic Impetus|CLB=11
Passageway Seer|CLB=9
Passionate Archaeologist (1)|CLB=1635
Passionate Archaeologist (2)|CLB=1676
Path of Ancestry|CLB=17
Patriar's Seal|CLB=285
Patron of the Arts|CLB=10
Pegasus Guardian|CLB=6
Phyrexian Rager|CLB=7
Phyrexian Revoker|CLB=24
Pilgrim's Eye|CLB=3
Plague Spitter|CLB=60
Plains (1)|CLB=14
Plains (2)|CLB=6
Plains (3)|CLB=7
Plains (4)|CLB=12
Poison the Blade|CLB=11
Pontiff of Blight|CLB=43
Popular Entertainer (1)|CLB=12
Popular Entertainer (2)|CLB=16
Port of Karfell|CLB=15
Predatory Impetus|CLB=2
Priest of Ancient Lore|CLB=11
Primeval Bounty|CLB=42
Prismari Campus|CLB=21
Prized Statue|CLB=10
Propaganda|CLB=200
Prophetic Prism|CLB=6
Pseudodragon Familiar|CLB=3
Psionic Ritual (1)|CLB=22
Psionic Ritual (2)|CLB=25
Psychic Impetus|CLB=4
Psychosis Crawler|CLB=32
Pull from Tomorrow|CLB=34
Puppeteer Clique|CLB=30
Pursued Whale|CLB=13
Raggadragga, Goreguts Boss (1)|CLB=13
Raggadragga, Goreguts Boss (2)|CLB=10
Raggadragga, Goreguts Boss (3)|CLB=19
Raging Ravine|CLB=12
Raised by Giants (1)|CLB=15
Raised by Giants (2)|CLB=28
Raphael, Fiendish Savior (1)|CLB=42
Raphael, Fiendish Savior (2)|CLB=43
Raphael, Fiendish Savior (3)|CLB=26
Rasaad yn Bashir (1)|CLB=6
Rasaad yn Bashir (2)|CLB=6
Rasaad yn Bashir (3)|CLB=15
Ravenloft Adventurer (1)|CLB=61
Ravenloft Adventurer (2)|CLB=20
Ravenous Chupacabra|CLB=28
Reckless Barbarian|CLB=7
Recruitment Drive|CLB=5
Reflecting Pool (1)|CLB=720
Reflecting Pool (2)|CLB=818
Reflections of Littjara|CLB=172
Reins of Power|CLB=209
Reliquary Tower|CLB=293
Renari, Merchant of Marvels (1)|CLB=12
Renari, Merchant of Marvels (2)|CLB=6
Renari, Merchant of Marvels (3)|CLB=25
Rescuer Chwinga|CLB=3
Return of the Wildspeaker|CLB=145
Rilsa Rael, Kingpin (1)|CLB=8
Rilsa Rael, Kingpin (2)|CLB=5
Rilsa Rael, Kingpin (3)|CLB=21
River of Tears|CLB=19
Robe of the Archmagi (1)|CLB=19
Robe of the Archmagi (2)|CLB=49
Rogue's Passage|CLB=54
Roving Harper|CLB=5
Rowan Kenrith|CLB=70
Rug of Smothering|CLB=26
Rumor Gatherer|CLB=44
Run Away Together|CLB=4
Ryusei, the Falling Star|CLB=152
Saddle of the Cavalier|CLB=6
Safana, Calimport Cutthroat (1)|CLB=8
Safana, Calimport Cutthroat (2)|CLB=14
Safana, Calimport Cutthroat (3)|CLB=3
Sailors' Bane|CLB=14
Sakura-Tribe Elder|CLB=70
Sandwurm Convergence|CLB=28
Sapphire Dragon|CLB=18
Sarevok's Tome (1)|CLB=181
Sarevok's Tome (2)|CLB=171
Sarevok, Deathbringer (1)|CLB=9
Sarevok, Deathbringer (2)|CLB=4
